Gender,Loyalty Member,Favorite Product Type_Laptop,Favorite Product Type_Smartphone,Favorite Product Type_Smartwatch,Favorite Product Type_Tablet,Preferred Payment Method_Cash,Preferred Payment Method_Credit Card,Preferred Payment Method_Debit Card,Preferred Payment Method_PayPal,Preferred Payment Method_Paypal,Preferred Shipping Type_Express,Preferred Shipping Type_Overnight,Preferred Shipping Type_Same Day,Preferred Shipping Type_Standard,Customer ID,Age,Recency,Frequency,Monetary,Churn,Product Diversity,Total Orders,Cancellation Rate,Average Rating,Add-on Frequency
1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.6782431762108756,1.317647932310992,-0.01397580852456069,0.4106797536413629,1.0424296853627557,0.9529827388934863,0.8328373306879489,0.4106797536413629,0.41673274103238445,-0.5728884815945986,0.6559902391224477
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-1.6780652118052042,-1.4967999231629756,-1.1756166016619394,-0.7559891345120968,-1.1751532626011014,-1.0493369493356255,-0.6957945273321581,-0.7559891345120968,-0.8110919924768563,1.8048586863231426,0.6559902391224477
0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-1.677887247399533,0.6554249074935878,-0.5567986090560461,-0.7559891345120968,-1.170425606292513,-1.0493369493356255,-0.6957945273321581,-0.7559891345120968,-0.8110919924768563,1.8048586863231426,-2.0382041804416198
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,-1.6775313185881904,-0.8345768983455715,-0.7305019052261215,-0.7559891345120968,-1.1656979499839242,-1.0493369493356255,-0.6957945273321581,-0.7559891345120968,-0.8110919924768563,1.8048586863231426,0.6559902391224477
0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.677353354182519,-0.22753912559628434,-0.708788993204862,1.5773486417948226,-0.757536027380499,-1.0493369493356255,2.361469188708056,1.5773486417948226,0.8260076522021311,0.5367268634336805,-0.2420745673989082
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.6771753897768478,0.43468389922111983,1.8099088012612303,-0.7559891345120968,-0.42412347739017,0.9529827388934863,-0.6957945273321581,-0.7559891345120968,1.644557474541625,-0.09733904801105032,0.6559902391224477
1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.6769974253711766,1.207277428174758,0.6265550961025921,-0.7559891345120968,-1.0015787852241345,0.9529827388934863,-0.6957945273321581,-0.7559891345120968,-0.8110919924768563,-0.09733904801105032,0.6559902391224477
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-1.6768194609655052,1.483203688515343,0.21400976769866317,-0.7559891345120968,0.34581693305511596,0.9529827388934863,-0.6957945273321581,-0.7559891345120968,1.644557474541625,-0.09733904801105032,0.6559902391224477
1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.6764635321541626,-0.00679811732381629,-0.5893679770879352,-0.7559891345120968,-0.8335362353253617,-1.0493369493356255,-0.6957945273321581,-0.7559891345120968,-0.8110919924768563,-1.0484379151781467,0.6559902391224477
0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.6762855677484914,1.53838894058346,-1.121334321608791,0.4106797536413629,-0.5409045625723474,-1.0493369493356255,0.8328373306879489,0.4106797536413629,-0.8110919924768563,0.8537598191560462,-0.6911069706595859
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-1.6759296389371487,-1.4967999231629756,1.853334625303749,-0.7559891345120968,-0.11248093030517327,0.9529827388934863,-0.6957945273321581,-0.7559891345120968,-0.8110919924768563,-1.0484379151781467,-2.0382041804416198
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.6757516745314773,1.648759444719694,1.8316217132824897,-0.7559891345120968,0.34581693305511596,0.9529827388934863,-0.6957945273321581,-0.7559891345120968,-0.8110919924768563,-0.09733904801105032,-2.0382041804416198
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.675395745720135,1.096906924038524,0.8653971283364457,-0.7559891345120968,-0.23163837477884863,0.9529827388934863,-0.6957945273321581,-0.7559891345120968,-0.8110919924768563,-0.09733904801105032,0.6559902391224477
1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.6752177813144635,-1.6071704272992098,-1.1864730576725693,0.4106797536413629,0.1769701119867376,-1.0493369493356255,0.8328373306879489,0.4106797536413629,-0.8110919924768563,0.8537598191560462,-0.6911069706595859
1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.674861852503121,0.2691281430167688,1.3647941048254122,0.4106797536413629,-0.2478764502059864,0.9529827388934863,0.8328373306879489,0.4106797536413629,-0.8110919924768563,-0.5728884815945986,-0.6911069706595859
1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.6745059236917783,-0.9449474024818055,0.5722728160494436,0.4106797536413629,-1.1373320121323927,0.9529827388934863,-0.6957945273321581,0.4106797536413629,-0.8110919924768563,1.8048586863231426,-0.6911069706595859
0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.6743279592861071,0.6002396554254709,1.191090808655337,0.4106797536413629,-0.11248093030517348,0.9529827388934863,-0.6957945273321581,0.4106797536413629,1.644557474541625,-1.0484379151781467,-0.6911069706595859
1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.6739720304747645,0.3794986471530028,-1.4036021778851633,2.744017529948282,2.2182126188345306,-1.0493369493356255,0.8328373306879489,2.744017529948282,-0.8110919924768563,0.14043566878072378,-0.017558365768569163
1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.673794066069093,0.21394289094865176,-1.15390368964068,-0.7559891345120968,-0.800082655769214,-1.0493369493356255,-0.6957945273321581,-0.7559891345120968,-0.8110919924768563,-0.09733904801105032,-2.0382041804416198
1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.673616101663422,-0.22753912559628434,2.3201622337608265,-0.7559891345120968,0.24804672220492097,0.9529827388934863,-0.6957945273321581,-0.7559891345120968,-0.8110919924768563,-1.0484379151781467,0.6559902391224477
1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.6732601728520793,0.876165915766056,-0.6545067131517135,0.4106797536413629,0.1864254246039148,-1.0493369493356255,0.8328373306879489,0.4106797536413629,0.41673274103238445,0.8537598191560462,0.6559902391224477
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.673082208446408,1.483203688515343,0.7894019362620377,-0.7559891345120968,-1.14678732474957,0.9529827388934863,-0.6957945273321581,-0.7559891345120968,-0.8110919924768563,1.8048586863231426,-2.0382041804416198
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.6723703508237229,1.317647932310992,1.712200697165563,-0.7559891345120968,-0.6312335563122531,0.9529827388934863,-0.6957945273321581,-0.7559891345120968,-0.8110919924768563,-0.09733904801105032,0.6559902391224477
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.6721923864180515,0.9865364199022899,2.18988476163327,-0.7559891345120968,-0.6312335563122531,0.9529827388934863,-0.6957945273321581,-0.7559891345120968,1.644557474541625,-0.09733904801105032,-2.0382041804416198
1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-1.6720144220123803,0.048387134744300724,-0.4265211369284896,-0.7559891345120968,-1.1609702936753357,-1.0493369493356255,-0.6957945273321581,-0.7559891345120968,-0.8110919924768563,1.8048586863231426,0.6559902391224477
0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.6714805287953665,1.2624626802428751,-0.8499229213430483,-0.7559891345120968,-0.03915327216752716,-1.0493369493356255,-0.6957945273321581,-0.7559891345120968,1.644557474541625,-0.09733904801105032,0.6559902391224477
1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.671302564389695,1.648759444719694,1.6144925930698955,-0.7559891345120968,-0.2426908377923248,0.9529827388934863,-0.6957945273321581,-0.7559891345120968,-0.8110919924768563,-0.09733904801105032,0.6559902391224477
1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-1.6711245999840239,-1.0553179066180396,0.0945887515817364,-0.7559891345120968,-1.1798809189096902,0.9529827388934863,-0.6957945273321581,-0.7559891345120968,-0.8110919924768563,1.8048586863231426,0.6559902391224477
1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.6707686711726812,-1.3864294190267417,0.21400976769866317,-0.7559891345120968,-0.7712314211496198,0.9529827388934863,-0.6957945273321581,-0.7559891345120968,-0.8110919924768563,-0.09733904801105032,0.6559902391224477
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.6705907067670098,1.207277428174758,0.5397034480175544,0.4106797536413629,0.876000234580359,0.9529827388934863,0.8328373306879489,0.4106797536413629,1.644557474541625,-0.09733904801105032,-0.6911069706595859
1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.6704127423613386,-1.5519851752310927,-0.5676550650666758,0.4106797536413629,-0.25492350609151154,-1.0493369493356255,-0.6957945273321581,0.4106797536413629,0.41673274103238445,0.37821038557249786,-0.6911069706595859
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.6702347779556672,-0.6690211421412204,-0.448234048949749,0.4106797536413629,-0.34839895446378394,-1.0493369493356255,-0.6957945273321581,0.4106797536413629,-0.8110919924768563,-0.09733904801105032,0.6559902391224477
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-1.670056813549996,1.2624626802428751,1.1802343526447072,1.5773486417948226,-0.0730055697256041,0.9529827388934863,2.361469188708056,1.5773486417948226,-0.8110919924768563,-0.41437200373341593,0.6559902391224477
0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.6698788491443246,0.3794986471530028,-0.04654517655644981,0.4106797536413629,-0.6380915059454347,0.9529827388934863,0.8328373306879489,0.4106797536413629,-0.8110919924768563,-0.09733904801105032,0.6559902391224477
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.6697008847386534,0.7106101595617049,0.5939857280707029,-0.7559891345120968,0.24804672220492097,0.9529827388934863,-0.6957945273321581,-0.7559891345120968,-0.8110919924768563,-1.0484379151781467,0.6559902391224477
0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.6695229203329822,0.8209806636979389,-0.5676550650666758,0.4106797536413629,-0.23043994238447865,-1.0493369493356255,0.8328373306879489,0.4106797536413629,0.41673274103238445,-0.5728884815945986,-0.6911069706595859
1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.6689890271159682,-0.28272437766440134,-0.6219373451198243,0.4106797536413629,-0.11248093030517327,-1.0493369493356255,-0.6957945273321581,0.4106797536413629,0.41673274103238445,-1.0484379151781467,0.6559902391224477
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.668811062710297,-0.00679811732381629,1.5059280329635985,0.4106797536413629,-0.41511245054657103,0.9529827388934863,0.8328373306879489,0.4106797536413629,0.41673274103238445,-0.09733904801105032,-0.6911069706595859
0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.6684551338989544,-1.2208736628223906,-0.04654517655644981,-0.7559891345120968,-1.1609702936753357,0.9529827388934863,-0.6957945273321581,-0.7559891345120968,-0.8110919924768563,1.8048586863231426,0.6559902391224477
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-1.668277169493283,-1.0553179066180396,1.8424781692931194,-0.7559891345120968,-1.1798809189096902,0.9529827388934863,-0.6957945273321581,-0.7559891345120968,1.644557474541625,1.8048586863231426,0.6559902391224477
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.6680992050876118,0.2691281430167688,-0.33966948884345194,-0.7559891345120968,0.5383020356664374,-1.0493369493356255,-0.6957945273321581,-0.7559891345120968,-0.8110919924768563,-0.09733904801105032,-2.0382041804416198
1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.6677432762762692,-0.17235387352816733,-1.2841811617682366,0.4106797536413629,-0.2372523242460111,-1.0493369493356255,-0.6957945273321581,0.4106797536413629,-0.8110919924768563,-0.09733904801105032,0.6559902391224477
0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.667565311870598,0.4898691512892368,2.092176657537603,-0.7559891345120968,0.5383020356664374,0.9529827388934863,-0.6957945273321581,-0.7559891345120968,-0.8110919924768563,-0.09733904801105032,0.6559902391224477
0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.667031418653584,-1.2760589148905075,0.029450015517958145,0.4106797536413629,-0.3155742101563929,0.9529827388934863,0.8328373306879489,0.4106797536413629,-0.8110919924768563,-0.5728884815945986,0.6559902391224477
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-1.6666754898422413,0.8209806636979389,-1.3167505298001256,1.5773486417948226,0.07723820856705098,-1.0493369493356255,-0.6957945273321581,1.5773486417948226,-0.8110919924768563,-0.09733904801105032,0.6559902391224477
1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.6664975254365701,0.32431339508488577,-1.0127697615024938,0.4106797536413629,-0.41672554966294717,-1.0493369493356255,0.8328373306879489,0.4106797536413629,0.41673274103238445,-0.5728884815945986,-0.6911069706595859
0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.6659636322195563,-1.3864294190267417,-0.7956406412898996,-0.7559891345120968,-0.42412347739017,-1.0493369493356255,-0.6957945273321581,-0.7559891345120968,-0.8110919924768563,-0.09733904801105032,-2.0382041804416198
0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.6656077034082137,1.372833184379109,0.15972748764551464,0.4106797536413629,-1.0204871320699065,0.9529827388934863,0.8328373306879489,0.4106797536413629,-0.8110919924768563,0.8537598191560462,0.6559902391224477
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-1.6654297390025423,1.483203688515343,-0.4916598729922679,-0.7559891345120968,-1.156242637366747,-1.0493369493356255,-0.6957945273321581,-0.7559891345120968,-0.8110919924768563,1.8048586863231426,0.6559902391224477
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.6648958457855285,-0.22753912559628434,-0.9150616574068264,-0.7559891345120968,-0.2927447565602205,-1.0493369493356255,-0.6957945273321581,-0.7559891345120968,-0.8110919924768563,-1.0484379151781467,-2.0382041804416198
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.664717881379857,-1.0001326545499225,0.13801457562425523,-0.7559891345120968,-1.025214788378495,0.9529827388934863,-0.6957945273321581,-0.7559891345120968,1.644557474541625,-0.09733904801105032,0.6559902391224477
0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.664539916974186,-1.4967999231629756,0.6048421840813327,-0.7559891345120968,-0.809093682612813,0.9529827388934863,-0.6957945273321581,-0.7559891345120968,1.644557474541625,-0.09733904801105032,0.6559902391224477
1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.6641839881628433,0.3794986471530028,0.21400976769866317,-0.7559891345120968,0.42831054845996797,0.9529827388934863,-0.6957945273321581,-0.7559891345120968,-0.8110919924768563,-1.0484379151781467,0.6559902391224477
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.664006023757172,0.876165915766056,0.1054452075923661,-0.7559891345120968,-1.1893362315268674,0.9529827388934863,-0.6957945273321581,-0.7559891345120968,-0.8110919924768563,1.8048586863231426,-2.0382041804416198
1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.6636500949458295,-1.6071704272992098,0.018593559507328435,0.4106797536413629,-0.12752740850368854,0.9529827388934863,0.8328373306879489,0.4106797536413629,-0.8110919924768563,0.8537598191560462,0.6559902391224477
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,-1.663472130540158,-1.6623556793673266,0.5722728160494436,-0.7559891345120968,-0.9689317552261748,0.9529827388934863,-0.6957945273321581,-0.7559891345120968,-0.8110919924768563,-0.09733904801105032,0.6559902391224477
1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.6631162017288155,1.041721671970407,-0.15510973666274688,0.4106797536413629,-0.5164118853109847,0.9529827388934863,0.8328373306879489,0.4106797536413629,1.644557474541625,-0.5728884815945986,-0.6911069706595859
1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.6629382373231443,0.7657954116298219,-0.0248322645351904,0.4106797536413629,-0.25527437793320923,0.9529827388934863,0.8328373306879489,0.4106797536413629,-0.8110919924768563,-0.09733904801105032,0.6559902391224477
1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.6627602729174729,-0.8897621504136886,-0.7305019052261215,2.744017529948282,-0.9428852169515797,-1.0493369493356255,-0.6957945273321581,2.744017529948282,-0.1971796257222359,1.0915345359478201,0.6559902391224477
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,-1.6625823085118017,0.32431339508488577,-0.8824922893749374,-0.7559891345120968,-1.156242637366747,-1.0493369493356255,-0.6957945273321581,-0.7559891345120968,1.644557474541625,1.8048586863231426,-2.0382041804416198
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.6620484152947879,-0.3930948818006354,-1.3710328098532742,-0.7559891345120968,-0.8563656889215342,-1.0493369493356255,-0.6957945273321581,-0.7559891345120968,-0.8110919924768563,-0.09733904801105032,0.6559902391224477
1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.6613365576721026,-0.6690211421412204,-0.6219373451198243,0.4106797536413629,-0.7286825143723223,-1.0493369493356255,0.8328373306879489,0.4106797536413629,0.41673274103238445,0.8537598191560462,0.6559902391224477
0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.6611585932664312,1.483203688515343,-0.6002244330985649,-0.7559891345120968,-1.14678732474957,-1.0493369493356255,-0.6957945273321581,-0.7559891345120968,-0.8110919924768563,1.8048586863231426,-2.0382041804416198
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,-1.6608026644550886,0.4898691512892368,-0.36138240086471135,0.4106797536413629,-0.18096929109369084,-1.0493369493356255,-0.6957945273321581,0.4106797536413629,-0.8110919924768563,-0.09733904801105032,0.6559902391224477
1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-1.6604467356437462,-1.3312441669586246,1.1585214406234479,-0.7559891345120968,-0.11248093030517327,0.9529827388934863,-0.6957945273321581,-0.7559891345120968,-0.8110919924768563,-1.0484379151781467,0.6559902391224477
1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.6602687712380748,-1.0001326545499225,-1.2624682497469772,1.5773486417948226,-0.765031925816767,-1.0493369493356255,2.361469188708056,1.5773486417948226,0.007457829862637427,-0.41437200373341593,-1.1401393739202639
1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.6600908068324036,0.32431339508488577,-0.035688720545820105,0.4106797536413629,0.7086822122508064,0.9529827388934863,-0.6957945273321581,0.4106797536413629,0.41673274103238445,-0.09733904801105032,-0.6911069706595859
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.6599128424267322,-0.8345768983455715,0.778545480251408,-0.7559891345120968,-0.809093682612813,0.9529827388934863,-0.6957945273321581,-0.7559891345120968,-0.8110919924768563,-0.09733904801105032,0.6559902391224477
0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.6595569136153896,-1.3864294190267417,1.3647941048254122,-0.7559891345120968,-0.8563656889215342,0.9529827388934863,-0.6957945273321581,-0.7559891345120968,-0.8110919924768563,-0.09733904801105032,0.6559902391224477
1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.6593789492097184,-0.5034653859368694,0.8871100403577051,0.4106797536413629,-1.1278766995152154,0.9529827388934863,-0.6957945273321581,0.4106797536413629,0.41673274103238445,1.8048586863231426,-0.6911069706595859
0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,-1.6590230203983758,1.096906924038524,-1.3167505298001256,-0.7559891345120968,0.06778289594987374,-1.0493369493356255,-0.6957945273321581,-0.7559891345120968,1.644557474541625,-1.0484379151781467,-2.0382041804416198
